img_id,m_0_0,m_0_1,m_1_1,lamda_max,lamda_min,min_intensity,max_intensity,mean,standard_deviation,lamda_max_min_diff,answer
20150916T151022.060481_right_28_74_37.jpg,10960.4,8843.66,148.451,10970.8,8833.3,46.7044,252.007,154.156,69.5591,2137.5,1
20150916T151022.974987_right_12_41_29.jpg,1823.96,3470.91,193.388,3493.32,1801.56,25.4213,197.357,93.2426,44.171,1691.76,1
20150916T151026.139450_right_12_51_37.jpg,3538.71,11749.8,-140.932,11752.2,3536.29,48.7413,251.973,148.632,68.8031,8215.91,1
20150916T151024.010245_left_28_76_37.jpg,13266.1,11014.6,-194.732,13282.8,10997.8,37.6455,252.363,129.915,71.3018,2285.0,1
20150916T151028.435618_left_12_63_30.jpg,4859.87,4719.79,-254.575,5053.86,4525.79,60.458,253.486,166.64,67.7396,528.07,1
20150916T151022.305716_left_12_55_39.jpg,6740.01,8777.39,1140.3,9287.76,6229.64,68.3723,251.573,134.627,56.4877,3058.12,1
20150916T151025.085992_left_3_68_39.jpg,11978.3,10838.5,407.869,12109.3,10707.6,40.1687,251.873,132.218,64.5448,1401.7,1
20150916T151022.974987_left_12_55_39.jpg,6695.36,8823.58,1152.01,9327.74,6191.2,67.4305,251.571,134.684,56.5334,3136.54,1
20150916T151023.346577_right_28_74_37.jpg,10997.1,8859.53,126.996,11004.6,8852.01,46.3918,252.231,154.348,69.5587,2152.59,1
20150916T151037.437838_right_12_67_28.jpg,4942.73,1754,-37.594,4943.17,1753.56,102.723,253.385,221.925,36.8429,3189.61,1
20150916T151022.060481_left_12_76_41.jpg,6956.09,11280.2,-274.955,11297.6,6938.68,34.9114,252.878,130.493,73.6938,4358.92,1
20150916T151022.305716_right_12_57_31.jpg,2440.77,6009.82,189.83,6019.89,2430.7,42.6827,236.903,132.01,52.0828,3589.19,1
20150916T151026.139450_left_28_85_31.jpg,11865.2,9693.56,163.628,11877.5,9681.3,26.0522,252.984,136.896,81.2553,2196.2,1
20150916T151022.974987_right_12_74_41.jpg,12096.5,9568.09,96.6879,12100.2,9564.4,47.2648,252.288,133.275,66.7751,2535.8,1
20150916T151024.688583_right_3_66_39.jpg,9900.5,10616.3,142.009,10643.4,9873.36,48.4549,250.961,139.061,58.2012,770.04,1
20150916T151022.629995_right_12_58_32.jpg,3320.76,8224.61,167.869,8230.35,3315.02,62.3033,237.659,140.984,37.9722,4915.33,1
20150916T151031.840568_left_3_40_28.jpg,1211.98,4057.92,-321.82,4093.86,1176.04,35.2371,220.369,89.3164,34.4833,2917.82,1
20150916T151027.555014_right_28_49_31.jpg,6880.33,9029.73,-338.348,9081.73,6828.32,43.7066,252.297,140.95,65.8999,2253.41,1
20150916T151022.629995_right_12_74_41.jpg,12168.8,9556.89,97.0764,12172.4,9553.29,47.2367,252.391,133.332,66.793,2619.11,1
20150916T151024.010245_left_3_67_40.jpg,6889.8,12705.9,-195.011,12712.4,6883.27,43.4532,250.603,136.29,60.621,5829.13,1
20150916T151024.010245_right_12_40_29.jpg,1992.9,3003.74,465.96,3185.76,1810.88,24.9239,196.922,91.3117,43.4791,1374.88,1
20150916T151036.207531_right_12_95_34.jpg,339.092,4921.07,283.06,4938.49,321.671,72.9658,232.821,138.678,41.5155,4616.819,1
20150916T151025.085992_right_3_57_30.jpg,3981.02,6475.25,-247.527,6499.58,3956.7,66.338,249.546,150.803,45.5791,2542.88,1
20150916T151028.769482_right_12_67_43.jpg,4181.58,7680.42,-307.407,7707.23,4154.77,77.8929,252.898,147.716,52.6266,3552.46,1
20150916T151022.629995_right_12_54_35.jpg,7761.53,4888.24,724.68,7933.95,4715.81,63.6893,250.916,130.208,48.3666,3218.14,1
20150916T151028.769482_right_12_70_34.jpg,409.416,8684.76,121.752,8686.55,407.625,55.2425,225.475,127.746,38.2713,8278.925,1
20150916T151024.358708_right_12_57_32.jpg,1441.64,5627.04,-398.872,5664.72,1403.97,42.1016,239.323,131.448,53.6593,4260.75,1
20150916T151022.305716_right_12_40_29.jpg,1964.37,3442.72,23.9094,3443.11,1963.98,25.3573,199.319,93.0194,43.0286,1479.13,1
20150916T151022.060481_left_28_76_38.jpg,11407.1,14818.4,126.006,14823.1,11402.4,38.4772,252.697,138.969,72.31,3420.7,1
20150916T151038.563762_right_12_61_33.jpg,4330.27,1916.2,-7.11032,4330.29,1916.18,115.591,252.635,217.326,35.4954,2414.11,1
20150916T151022.060481_left_3_67_40.jpg,5478.11,12763.6,-504.822,12798.4,5443.3,42.3919,251.53,139.544,59.6741,7355.1,1
20150916T151024.358708_right_3_66_40.jpg,5674.47,11963.1,-388.848,11987.1,5650.52,48.607,251.596,145.685,57.4351,6336.58,1
20150916T151027.267104_left_3_70_34.jpg,9985.49,6934.81,426.245,10043.9,6876.38,44.086,253.403,151.273,67.2603,3167.52,1
20150916T151025.085992_left_28_79_36.jpg,13090.7,11992.5,372.968,13205.4,11877.8,34.0514,252.618,130.609,73.9995,1327.6,1
20150916T151023.620874_right_12_41_29.jpg,2010.21,2996.64,506.964,3210.72,1796.13,25.0857,195.869,93.1095,43.3998,1414.59,1
20150916T151022.629995_left_28_76_37.jpg,12830.2,10694.4,-103.689,12835.2,10689.4,38.6674,252.725,131.784,70.7516,2145.8,1
20150916T151026.451457_left_12_52_34.jpg,6671.77,8618.52,28.5465,8618.94,6671.35,51.6147,252.827,134.478,67.8427,1947.59,1
20150916T151022.974987_left_12_76_41.jpg,7015.32,11299.3,-230.376,11311.7,7002.97,35.4476,252.745,130.341,73.7437,4308.73,1
20150916T151036.927689_left_12_77_24.jpg,5040.43,3399.59,-92.0747,5045.58,3394.44,63.49,253.319,199.467,52.1375,1651.14,1
20150916T151027.866000_left_12_55_29.jpg,6120.17,5961.94,-418.937,6467.39,5614.71,52.3997,253.233,147.95,67.0742,852.68,1
20150916T151022.629995_right_28_74_37.jpg,10995.8,8853.96,132.252,11003.9,8845.82,47.0943,252.281,154.196,69.4791,2158.08,1
20150916T151024.688583_left_12_55_39.jpg,9201.36,8188.07,646.796,9516.32,7873.11,54.6702,250.488,127.234,58.2361,1643.21,1
20150916T151022.060481_right_12_57_31.jpg,2445.36,5948.82,186.697,5958.75,2435.44,43.0154,237.242,132.045,52.0302,3523.31,1
20150916T151031.840568_left_3_41_29.jpg,1244.66,3870.75,-104.186,3874.88,1240.54,37.915,208.562,86.6234,32.0685,2634.34,1
20150916T151027.866000_left_3_80_31.jpg,8246.48,7455.06,373.817,8395.12,7306.41,34.8582,252.717,167.027,68.812,1088.71,1
20150916T151029.634618_right_28_88_34.jpg,4594.7,4721.37,429.172,5091.85,4224.21,95.5573,250.957,171.342,43.1215,867.64,1
20150916T151030.421114_left_12_38_28.jpg,850.498,3661.25,-53.7714,3662.28,849.47,29.292,214.897,102.748,43.1805,2812.81,1
20150916T151027.866000_right_28_54_37.jpg,3332.03,6426.52,-718.414,6585.17,3173.38,72.5917,251.86,151.867,58.3932,3411.79,1
20150916T151026.451457_right_3_51_45.jpg,3236.67,3072.09,362.718,3526.31,2782.44,84.9438,252.216,155.672,62.1937,743.87,1
20150916T151027.866000_right_12_52_32.jpg,6416.1,7799.73,327.463,7873.32,6342.52,46.4985,253.36,141.933,66.5555,1530.8,1
20150916T151027.555014_left_3_74_32.jpg,9306.6,7298.44,473.303,9412.56,7192.48,36.368,253.147,138.504,69.1724,2220.08,1
20150916T151027.267104_left_12_48_35.jpg,3120.93,3457.1,192.631,3544.67,3033.36,54.6439,252.267,108.872,52.6691,511.31,1
20150916T151027.866000_right_3_52_30.jpg,9425.91,7004.13,75.1578,9428.24,7001.8,42.8812,250.923,134.806,60.6881,2426.44,1
20150916T151022.629995_left_3_67_40.jpg,5500.97,12780.5,-521.782,12817.7,5463.76,42.1714,251.264,139.5,59.6611,7353.94,1
20150916T151022.974987_left_28_76_41.jpg,11993.1,8509.88,142.695,11998.9,8504.04,35.8352,252.705,105.515,62.1937,3494.86,1
20150916T151024.010245_right_3_66_40.jpg,8178.93,9893.71,329.742,9954.93,8117.71,49.138,251.397,134.982,57.9214,1837.22,1
20150916T151023.620874_right_28_74_37.jpg,10435.8,8694.34,11.0896,10435.9,8694.27,46.6143,252.149,157.175,68.5204,1741.63,1
20150916T151025.085992_left_12_54_38.jpg,8200.37,9221.82,406.535,9363.86,8058.32,52.6273,251.886,132.054,62.6101,1305.54,1
20150916T151027.555014_left_12_52_28.jpg,5781.47,6168.81,-374.039,6396.34,5553.93,49.8536,253.32,147.46,67.2167,842.41,1
20150916T151026.139450_left_28_85_30.jpg,10911.5,7752.45,268.448,10934.1,7729.8,25.8862,253.362,134.973,82.1793,3204.3,1
20150916T151023.346577_left_3_67_40.jpg,5431.91,12819.1,-527.755,12856.6,5394.4,42.6099,251.44,139.913,59.7207,7462.2,1
20150916T151022.974987_right_12_40_29.jpg,2080.97,3623.48,205.869,3650.49,2053.97,27.5168,198.844,93.121,42.7912,1596.52,1
20150916T151023.346577_left_28_76_41.jpg,12073,8509.68,152.976,12079.6,8503.13,35.5183,252.869,105.752,62.1293,3576.47,1
20150916T151024.010245_right_28_74_38.jpg,12609.7,11175.4,202.04,12637.6,11147.5,47.0238,252.154,150.995,67.8524,1490.1,1
20150916T151027.267104_right_3_68_34.jpg,11987,6492.73,205.405,11994.6,6485.07,43.4038,253.149,154.912,64.2509,5509.53,1
20150916T151027.267104_left_12_49_33.jpg,5408.99,8448.84,113.909,8453.1,5404.72,48.9708,252.14,141.619,66.5501,3048.38,1
20150916T151023.346577_left_28_76_37.jpg,12936.5,10611.4,-32.6997,12936.9,10610.9,37.8316,252.778,129.988,71.5227,2326.0,1
20150916T151027.866000_left_12_56_32.jpg,5519.99,7698.24,-492.146,7804.27,5413.95,52.3191,253.093,146.906,67.0713,2390.32,1
20150916T151024.358708_left_3_67_40.jpg,11283.6,10736,201.932,11350,10669.5,42.8361,251.171,127.503,61.0583,680.5,1
20150916T151024.688583_right_12_54_39.jpg,5312.93,12685,313.961,12698.3,5299.58,63.9741,251.949,145.118,63.7632,7398.72,1
20150916T151027.555014_left_12_52_33.jpg,5519.7,8735.27,-483.16,8806.3,5448.67,49.811,252.87,146.531,67.9905,3357.63,1
20150916T151027.866000_right_12_52_29.jpg,6964.51,6019.99,400.534,7111.49,5873.01,46.3477,253.378,142.094,63.5436,1238.48,1
20150916T151022.305716_right_12_54_39.jpg,7119.96,10739,1582.89,11333.6,6525.34,64.6657,250.749,148.231,61.6184,4808.26,1
20150916T151028.435618_left_3_96_22.jpg,2972.62,4295.08,407.534,4410.58,2857.12,28.6767,253.258,166.956,77.6294,1553.46,1
20150916T151025.085992_right_3_66_39.jpg,10761.5,10244.4,460.906,11031.5,9974.49,47.4994,251.859,142.083,62.1764,1057.01,1
20150916T151027.267104_left_12_50_30.jpg,7442.85,9057.95,-386.333,9145.6,7355.2,47.7721,250.196,148.793,64.192,1790.4,1
20150916T151027.555014_left_12_53_30.jpg,9384.01,7683.82,-1135.7,9952.53,7115.3,52.3024,249.569,149.146,63.0462,2837.23,1
20150916T151022.060481_right_12_40_29.jpg,2047.22,3286.73,-88.7691,3293.05,2040.9,27.6431,196.007,92.0696,41.5136,1252.15,1
20150916T151027.267104_right_28_92_21.jpg,4694.42,5168.24,-224.433,5257.67,4604.99,23.7311,253.578,162.003,81.9949,652.68,1
20150916T151036.927689_right_12_73_23.jpg,4869.54,1795,-96.8961,4872.59,1791.95,76.8529,253.497,213.632,45.9263,3080.64,1
20150916T151026.451457_right_28_51_39.jpg,2914.21,7652.78,-921.403,7825.64,2741.35,68.6551,251.013,152.386,53.2856,5084.29,1
20150916T151027.555014_left_12_52_31.jpg,5195.07,7897.8,-486.97,7982.86,5110,49.905,252.808,143.904,66.7693,2872.86,1
20150916T151026.451457_left_12_52_36.jpg,7350.48,10158.4,219.567,10175.4,7333.41,51.3612,253.054,140.412,71.6535,2841.99,1
20150916T151026.451457_right_28_50_33.jpg,7906.49,7348.95,49.0538,7910.78,7344.66,49.5595,253.166,131.463,58.4514,566.12,1
20150916T151023.346577_right_12_57_32.jpg,3456.74,8611.12,454.543,8650.9,3416.97,62.9634,235.762,145.699,40.5512,5233.93,1
20150916T151023.346577_left_12_55_39.jpg,6648.89,8813.05,1098.46,9272.88,6189.05,67.818,251.465,134.923,56.6109,3083.83,1
20150916T151022.629995_right_3_54_35.jpg,6518.21,4961.4,303.43,6575.26,4904.35,66.2936,250.992,132.156,48.0002,1670.91,1
20150916T151028.769482_right_3_98_37.jpg,384.951,6018.97,228.564,6028.22,375.694,61.0294,218.283,128.493,43.7144,5652.526,1
20150916T151028.435618_left_3_95_23.jpg,2679.96,5050.06,514.96,5157.11,2572.91,28.5224,253.28,169.155,75.4826,2584.2,1
20150916T151024.010245_right_12_54_39.jpg,4624.05,8865.46,978.746,9080.42,4409.09,58.5419,251.233,138.643,61.6169,4671.33,1
20150916T151027.555014_left_3_74_33.jpg,8399,8360.1,700.459,9080.28,7678.82,37.7502,253.368,159.308,70.2941,1401.46,1
20150916T151028.435618_left_3_95_24.jpg,2958.09,5380.12,540.15,5495.12,2843.09,28.3343,253.353,168.798,74.6362,2652.03,1
20150916T151028.769482_right_3_25_29.jpg,712.262,2209.51,-76.1695,2213.38,708.397,35.5484,173.817,74.3581,32.8028,1504.983,1
20150916T151029.118877_right_12_34_28.jpg,2107.93,6697.89,97.2453,6699.95,2105.87,46.2503,251.733,117.063,61.5969,4594.08,1
20150916T151026.139450_right_28_82_30.jpg,9383.76,6772.81,-305.618,9419.06,6737.52,33.7926,253.405,167.557,78.529,2681.54,1
20150916T151025.085992_left_28_79_35.jpg,12112.4,10643,339.773,12187.2,10568.3,34.3352,252.51,127.791,71.6204,1618.9,1
20150916T151036.927689_left_12_76_23.jpg,5042.91,2524.39,-84.8491,5045.77,2521.53,63.8777,253.322,200.052,52.3582,2524.24,1
20150916T151037.437838_left_3_10_28.jpg,5365.97,5052.28,213.027,5473.67,4944.59,36.8849,253.336,177.382,74.0775,529.08,1
20150916T151024.010245_right_28_74_37.jpg,11362.9,8982.94,132.792,11370.3,8975.55,46.8401,252.093,152.953,69.6694,2394.75,1
20150916T151028.435618_right_28_91_42.jpg,972.477,7358.65,101.889,7360.28,970.852,61.3888,253.015,134.453,62.4722,6389.428,1
20150916T151027.866000_left_3_55_31.jpg,7875,7852.64,-552.526,8416.46,7311.18,48.7357,251.02,138.904,62.8425,1105.28,1
20150916T151022.629995_right_3_66_40.jpg,6534.34,11140.5,-294.361,11159.3,6515.6,49.4243,251.458,142.312,56.0811,4643.7,1
20150916T151022.629995_left_28_76_41.jpg,11972.2,8473.35,130.641,11977.1,8468.48,35.5038,252.996,105.573,62.1336,3508.62,1
20150916T151027.866000_right_3_76_31.jpg,6620.18,7406.14,608.177,7737.25,6289.07,39.4453,253.168,167.674,71.9607,1448.18,1
20150916T151038.563762_left_3_82_36.jpg,3971.26,10526.3,257.131,10536.4,3961.19,52.8878,252.898,177.77,67.028,6575.21,1
20150916T151029.634618_left_12_92_35.jpg,3498.48,6854.94,419.71,6906.63,3446.8,80.0569,250.628,167.25,49.4464,3459.83,1
20150916T151028.435618_right_3_91_23.jpg,3825.47,4189.49,344.831,4397.4,3617.57,37.6184,253.304,183.633,71.8547,779.83,1
20150916T151027.866000_right_3_76_30.jpg,7759.57,5597.19,354.871,7816.32,5540.45,39.512,253.29,170.319,68.9306,2275.87,1
20150916T151036.927689_right_12_86_36.jpg,344.434,10489.9,20.4934,10489.9,344.393,84.8438,241.651,160.85,44.3614,10145.507,1
20150916T151024.688583_left_12_57_32.jpg,1497.77,5345.37,-12.7402,5345.41,1497.73,39.4903,243.333,123.248,55.2367,3847.68,1
20150916T151022.305716_right_28_74_37.jpg,10972.9,8868.49,155.934,10984.3,8857,47.164,252.159,154.182,69.5738,2127.3,1
20150916T151025.085992_left_3_54_37.jpg,8724.5,8292.11,216.625,8814.36,8202.26,52.8759,245.354,119.172,53.4889,612.1,1
20150916T151022.060481_left_12_55_39.jpg,6696.95,8781.01,1132.88,9278.21,6199.75,67.5814,251.559,134.714,56.609,3078.46,1
20150916T151025.085992_left_12_54_39.jpg,8705.19,9666.41,557.218,9921.65,8449.95,52.5568,251.848,134.32,64.1737,1471.7,1
20150916T151022.974987_right_12_58_32.jpg,3328.05,8213.1,163.105,8218.54,3322.61,61.9188,237.939,140.771,37.9444,4895.93,1
20150916T151027.267104_right_3_48_31.jpg,15461.4,4047.52,1087.05,15564,3944.91,63.4318,245.963,153.355,49.2064,11619.09,1
20150916T151022.974987_left_28_76_38.jpg,11437.8,14879.5,127.477,14884.3,11433,38.5048,252.757,138.948,72.3863,3451.3,1
20150916T151025.085992_right_12_53_38.jpg,7070.82,8349.05,471.476,8504.14,6915.73,58.2763,251.419,127.011,61.369,1588.41,1
20150916T151027.267104_left_12_49_32.jpg,5173.72,8038.9,-6.5712,8038.92,5173.7,48.9225,252.321,140.731,65.7012,2865.22,1
20150916T151024.688583_right_3_66_40.jpg,4901.54,12971.4,-240.426,12978.6,4894.39,48.16,251.053,148.635,59.5328,8084.21,1
20150916T151029.634618_right_12_88_34.jpg,4498.82,4733.64,382.127,5015.99,4216.47,95.4018,250.905,171.405,42.9998,799.52,1
20150916T151023.620874_right_3_54_35.jpg,6432.88,4989.44,219.207,6465.44,4956.88,66.3691,251.078,131.62,47.9523,1508.56,1
20150916T151022.629995_right_12_40_29.jpg,2019.4,3462.74,131.702,3474.66,2007.49,25.0876,199.157,92.4066,43.1366,1467.17,1
20150916T151038.865165_left_3_82_36.jpg,4492.53,8851.32,297.031,8871.47,4472.38,56.4465,252.957,178.856,64.1986,4399.09,1
20150916T151038.563762_left_3_82_35.jpg,5382.65,7670.84,233.836,7694.49,5359,53.8249,252.717,176.009,62.8528,2335.49,1
20150916T151022.060481_right_3_54_35.jpg,6543.48,4944.33,295.949,6596.5,4891.32,66.1664,250.707,132.186,48.0898,1705.18,1
20150916T151026.451457_right_3_67_36.jpg,11165.6,7396.89,65.1035,11166.7,7395.77,47.9529,253.145,153.921,61.632,3770.93,1
20150916T151022.305716_left_3_67_40.jpg,5485.42,12779.7,-507.086,12814.8,5450.33,42.4501,251.353,139.452,59.6761,7364.47,1
20150916T151027.267104_left_28_96_21.jpg,4731.81,4823.55,-404.397,5184.67,4370.69,21.0226,253.327,163.589,84.3873,813.98,1
20150916T151024.688583_right_28_75_36.jpg,11171.3,9830.55,869.6,11598.9,9402.92,43.1113,253.368,146.625,71.1203,2195.98,1
20150916T151030.421114_right_12_57_33.jpg,3346.9,7659.39,940.722,7855.66,3150.62,61.7354,245.481,142.235,59.2594,4705.04,1
20150916T151027.555014_left_3_52_29.jpg,7862.19,7048.11,-617.803,8194.99,6715.31,49.0603,251.991,145.505,65.3845,1479.68,1
20150916T151024.010245_right_3_54_35.jpg,6296.52,5095.06,176.992,6322.05,5069.53,67.2346,251.194,131.687,47.8614,1252.52,1
20150916T151025.085992_left_28_54_36.jpg,7367.83,7578.16,536.046,8019.26,6926.73,55.3169,251.586,117.941,55.1575,1092.53,1
20150916T151027.866000_left_3_55_30.jpg,8863.71,6481.26,-547.566,8983.53,6361.44,52.0347,252.979,140.531,62.4333,2622.09,1
20150916T151027.267104_left_3_70_33.jpg,9451.01,6491.17,399.631,9504.02,6438.16,44.2035,253.278,149.506,66.2477,3065.86,1
20150916T151025.085992_right_28_77_35.jpg,11791.1,9365.82,293.276,11826,9330.86,41.0009,252.833,134.302,73.4716,2495.14,1
20150916T151026.451457_right_28_84_28.jpg,8740.7,6117.42,447.609,8814.97,6043.14,31.5181,253.212,152.18,78.2099,2771.83,1
20150916T151027.866000_right_12_52_33.jpg,7338.99,8279.98,350.887,8396.41,7222.55,46.1633,253.362,144.153,68.0108,1173.86,1
20150916T151023.346577_right_12_75_41.jpg,4459.48,11309.6,332.238,11325.7,4443.41,46.407,252.097,147.893,71.6683,6882.29,1
20150916T151025.085992_left_28_54_35.jpg,8729.06,5491.56,342.857,8764.97,5455.65,52.8055,251.611,125.976,52.314,3309.32,1
20150916T151027.866000_left_12_56_33.jpg,6035.02,8554.99,-477.546,8642.46,5947.56,52.301,253.039,149.524,67.6119,2694.9,1
20150916T151028.435618_right_3_91_24.jpg,4009.73,4421.65,371.63,4640.58,3790.8,37.648,253.203,186.666,70.9351,849.78,1
20150916T151025.085992_right_28_77_36.jpg,12724.4,11087.9,583.801,12911.4,10901,40.9528,252.925,140.495,74.9349,2010.4,1
20150916T151024.688583_left_28_55_36.jpg,6247.46,6362.25,562.126,6869.9,5739.81,51.8886,250.554,114.396,52.3034,1130.09,1
20150916T151028.435618_left_12_63_31.jpg,4682.94,6047.2,-125.828,6058.71,4671.43,59.7686,253.182,169.495,68.9458,1387.28,1
20150916T151025.085992_left_3_57_31.jpg,2400.27,6592.54,-778.459,6732.43,2260.39,64.6019,244.83,148.415,47.49,4472.04,1
20150916T151023.346577_left_12_76_41.jpg,7023.6,11268.2,-253.184,11283.3,7008.55,34.3863,252.782,130.379,73.717,4274.75,1
20150916T151022.974987_right_12_54_35.jpg,7802.76,4872.23,733.278,7976,4698.99,63.5966,250.644,130.237,48.4191,3277.01,1
20150916T151024.358708_right_3_54_35.jpg,6716.23,5404.2,-20.0444,6716.53,5403.9,65.1718,251.618,132.833,48.6746,1312.63,1
20150916T151028.435618_right_12_62_42.jpg,2496.62,7724.44,135.044,7727.93,2493.13,80.713,251.85,172.49,50.6407,5234.8,1
20150916T151027.555014_right_3_50_28.jpg,6352.34,4701.9,-512.178,6498.36,4555.87,43.6561,253.462,144.75,59.1477,1942.49,1
20150916T151022.629995_left_12_76_41.jpg,6980.31,11278.2,-274.416,11295.6,6962.86,35.3072,252.96,130.422,73.6825,4332.74,1
20150916T151022.974987_left_28_76_37.jpg,12852.3,10698.2,-80.0164,12855.3,10695.2,38.275,252.817,131.777,70.8166,2160.1,1
20150916T151037.437838_right_3_96_27.jpg,5214.75,4423.91,201.299,5263.04,4375.62,40.0772,253.096,180.023,71.3823,887.42,1
20150916T151027.267104_right_12_47_32.jpg,7815.31,8289.04,-52.5545,8294.8,7809.55,43.9974,252.403,138.721,66.1877,485.25,1
20150916T151027.555014_right_3_71_32.jpg,9515.58,6443.82,374.342,9560.54,6398.86,45.3988,253.289,149.058,69.6913,3161.68,1
20150916T151036.554276_left_12_82_19.jpg,5303.38,3304.79,8.63502,5303.42,3304.75,52.5382,253.189,200.238,55.8542,1998.67,1
